# column 1: total pressure [Pa]
# column 2: pure component isotherm value
# column 3: mixture component isotherm value
# column 4: gas-phase mol-fraction y_i
# column 5: adsorbed phase mol-fraction x_i
# column 6: hypothetical pressure p_i^*
# column 7: reduced grand potential psi_i
1484.9682622545 0.380032320789 0.081062155313398 0.2 0.081636326686169 0.91198796975723
1629.7508346206 0.41527148212009 0.08744433063354 0.2 0.080472675882944 1.0086762332168
1788.6495290574 0.45344662102635 0.094127847303174 0.2 0.079331759796451 1.1143677994035
1963.0406500403 0.49473918837744 0.10109294992954 0.2 0.078214749034965 1.2296368894628
2154.4346900319 0.53932996535145 0.10831406005951 0.2 0.077122774145706 1.3550451283045
2364.4894126454 0.58739648257771 0.11575975903042 0.2 0.076056917125936 1.4911321148167
2595.0242113997 0.63911001836418 0.12339299330447 0.2 0.075018201888957 1.6384054563621
2848.0358684358 0.69463217382142 0.13117152435005 0.2 0.074007583906805 1.797330587784
3125.7158496882 0.75411103962714 0.13904863060556 0.2 0.073025939321044 1.9683207546504
3430.4692863149 0.81767699012176 0.14697405124822 0.2 0.072074053875406 2.1517275809418
3764.9358067925 0.88543816519706 0.15489514195246 0.2 0.071152612072971 2.3478326556683
4132.0124001153 0.9574757284465 0.16275819367253 0.2 0.070262186989736 2.5568405557756
4534.8785081286 1.0338390202097 0.1705098491173 0.2 0.069403231181117 2.7788736720221
4977.0235643321 1.1145407548407 0.17809854029043 0.2 0.068576069094893 3.013969121994
5462.2772176843 1.1995524405749 0.18547586600947 0.2 0.067780891353224 3.2620779258639
5994.8425031894 1.2888002250752 0.19259783156634 0.2 0.067017751190047 3.5230664952046
6579.3322465757 1.382161387068 0.19942588342752 0.2 0.066286563233781 3.796720354875
7220.8090183855 1.4794617012799 0.20592768878671 0.2 0.065587104716444 4.0827498951539
7924.8289835392 1.5804738972605 0.21207763070938 0.2 0.064919019077869 4.3807978473171
8697.4900261778 1.6849174103571 0.21785701191779 0.2 0.064281821826668 4.6904480994951
9545.4845666183 1.7924595839394 0.22325398132982 0.2 0.063674908426159 5.0112354259769
10476.157527897 1.9027184262836 0.22826321508524 0.2 0.063097563899746 5.3426556930812
11497.569953977 2.0152669554053 0.23288539649391 0.2 0.062548973800106 5.6841761254897
12618.56883066 2.1296390845138 0.23712654649545 0.2 0.062028236161207 6.0352452627736
13848.863713939 2.2453369152458 0.24099725800222 0.2 0.061534374050408 6.3953022992597
15199.110829529 2.3618392222112 0.24451188470373 0.2 0.061066348356643 6.7637855733837
16681.005372001 2.4786108379514 0.24768772871606 0.2 0.060623070485639 7.1401400478008
18307.382802954 2.5951125890933 0.25054426317012 0.2 0.060203414679241 7.5238236926327
20092.33002565 2.7108113979765 0.25310241667639 0.2 0.05980622972847 7.9143127468662
22051.30739903 2.8251901529719 0.25538393759639 0.2 0.059430349904416 8.3111058844153
24201.282647944 2.9377569662434 0.25741084792292 0.2 0.059074604983922 8.7137273506643
26560.877829467 3.048053478236 0.25920498976505 0.2 0.058737829295552 9.1217291626374
29150.530628252 3.1556619296696 0.26078766213739 0.2 0.058418869753819 9.5346924824464
31992.671377974 3.2602107983203 0.26217934195678 0.2 0.058116592885118 9.9522282810179
35111.917342151 3.3613788823232 0.2633994807115 0.2 0.057829890877086 10.373977409204
38535.285937105 3.4588977968625 0.26446636697119 0.2 0.057557686704375 10.79961018813
42292.428743895 3.5525529302969 0.26539704450397 0.2 0.057298938398809 11.228825621753
46415.888336128 3.6421829736563 0.26620727602233 0.2 0.057052642541257 11.661350323548
50941.380148164 3.7276781904189 0.266911543276 0.2 0.056817837057391 12.096937237195
55908.101825122 3.8089776297502 0.26752307517186 0.2 0.056593603400509 12.535364218978
61359.072734132 3.8860655059135 0.26805389668867 0.2 0.056379068202747 12.976432537943
67341.506577508 3.9589669707098 0.26851489246753 0.2 0.056173404472033 13.419965339116
73907.220335258 4.0277434969865 0.26891588002713 0.2 0.05597583240655 13.865806105479
81113.083078969 4.0924880724339 0.26926568853308 0.2 0.05578561989202 14.313817146017
89021.508544504 4.1533203772192 0.26957223991988 0.2 0.055602082739912 14.763878130013
97700.995729923 4.2103820894851 0.26984262991247 0.2 0.055424584717385 15.215884681821
107226.72220103 4.2638324319726 0.27008320712416 0.2 0.055252537412272 15.669747045448
117681.1952435 4.3138440431044 0.27029964892567 0.2 0.055085399969191 16.125388824383
129154.96650149 4.3605992283199 0.27049703319722 0.2 0.054922678725823 16.58274579899
141747.41629268 4.4042866232676 0.27067990540505 0.2 0.054763926771731 17.041764821463
155567.61439305 4.4450982801594 0.27085234069794 0.2 0.054608743445812 17.502402786508
170735.26474707 4.4832271722983 0.27101800091091 0.2 0.054456773782638 17.96462567471
187381.74228604 4.5188650993547 0.27118018650353 0.2 0.054307707912584 18.428407664587
205651.23083487 4.5522009670487 0.27134188355882 0.2 0.054161280415716 18.893730308856
225701.97196339 4.5834194090194 0.2715058060354 0.2 0.054017269625096 19.360581770088
247707.63559917 4.6126997153433 0.27167443350593 0.2 0.053875496871299 19.828956110855
271858.82427329 4.6402150308763 0.27185004463663 0.2 0.053735825656725 20.298852633534
298364.72402833 4.6661317868699 0.27203474667061 0.2 0.053598160745645 20.770275265098
327454.91628777 4.6906093307383 0.27223050117477 0.2 0.053462447153983 21.2432319825
359381.36638046 4.7137997210517 0.27243914630168 0.2 0.053328669021601 21.717734274583
394420.60594377 4.735847657524 0.2726624158047 0.2 0.053196848349347 22.193796636805
432876.12810831 4.7568905187087 0.27290195503038 0.2 0.053067043583474 22.671436095483
475081.01621028 4.7770584831372 0.27315933409748 0.2 0.052939348031174 23.150671758664
521400.82879997 4.7964747126022 0.27343605845908 0.2 0.052813888092964 23.631524391149
572236.76593502 4.815255579119 0.2737335770332 0.2 0.052690821300516 24.114016011618
628029.14418343 4.8335109197261 0.27405328807929 0.2 0.052570334152149 24.598169510188
689261.21043497 4.8513443056927 0.27439654299358 0.2 0.052452639742619 25.084008285153
756463.32755463 4.868853314868 0.27476464819455 0.2 0.052337975188892 25.571555897979
830217.56813198 4.8861297978394 0.27515886527211 0.2 0.052226598859139 26.060835746016
911162.75611549 4.9032601302824 0.27558040957871 0.2 0.052118787418152 26.551870752638
1000000 4.9203254453987 0.27603044744761 0.2 0.052014832708459 27.044683074844
