# column 1: total pressure [Pa]
# column 2: pure component isotherm value
# column 3: mixture component isotherm value
# column 4: gas-phase mol-fraction y_i
# column 5: adsorbed phase mol-fraction x_i
# column 6: hypothetical pressure p_i^*
# column 7: reduced grand potential psi_i
12618.56883066 4.0443414241136 0.93747248388663 0.2 0.24522671748298 6.0352452627736
13848.863713939 4.1245686027709 0.96097883282201 0.2 0.24536889524631 6.3953022992597
15199.110829529 4.1990224126159 0.983007443896 0.2 0.24550411968262 6.7637855733837
16681.005372001 4.2679485885284 1.0035822308758 0.2 0.24563282418509 7.1401400478008
18307.382802954 4.3316284052123 1.022742866086 0.2 0.24575542899342 7.5238236926327
20092.33002565 4.3903681009703 1.0405418205684 0.2 0.24587233887444 7.9143127468662
22051.30739903 4.4444895400427 1.0570415223218 0.2 0.24598394137991 8.3111058844153
24201.282647944 4.4943221985124 1.0723117230662 0.2 0.24609060562488 8.7137273506643
26560.877829467 4.5401964755122 1.0864271332285 0.2 0.24619268152004 9.1217291626374
29150.530628252 4.5824382701165 1.099465357896 0.2 0.24629049938692 9.5346924824464
31992.671377974 4.621364722832 1.1115051443652 0.2 0.24638436988464 9.9522282810179
35111.917342151 4.6572809959702 1.1226249349089 0.2 0.24647458418032 10.373977409204
38535.285937105 4.6904779559793 1.1329017062547 0.2 0.246561414301 10.79961018813
42292.428743895 4.7212306196727 1.1424100694239 0.2 0.24664511361249 11.228825621753
46415.888336128 4.7497972322283 1.1512215992799 0.2 0.24672591737868 11.661350323548
50941.380148164 4.7764188553178 1.1594043615964 0.2 0.24680404336314 12.096937237195
55908.101825122 4.8013193567679 1.1670226059367 0.2 0.24687969244292 12.535364218978
61359.072734132 4.8247057072587 1.1741365944958 0.2 0.24695304921199 12.976432537943
67341.506577508 4.8467685036533 1.1808025397672 0.2 0.24702428255807 13.419965339116
73907.220335258 4.8676826519246 1.1870726270485 0.2 0.24709354620251 13.865806105479
81113.083078969 4.8876081548757 1.192995101085 0.2 0.24716097919766 14.313817146017
89021.508544504 4.9066909607122 1.1986143993662 0.2 0.24722670637976 14.763878130013
97700.995729923 4.9250638379555 1.2039713175948 0.2 0.24729083877882 15.215884681821
107226.72220103 4.9428472502163 1.2091031955648 0.2 0.24735347398897 15.669747045448
117681.1952435 4.9601502110691 1.2140441140793 0.2 0.2474146965048 16.125388824383
129154.96650149 4.9770711048088 1.2188250956053 0.2 0.2474745780302 16.58274579899
141747.41629268 4.9936984633771 1.2234743031099 0.2 0.24753317776708 17.041764821463
155567.61439305 5.0101116933578 1.2280172329789 0.2 0.24759054269193 17.502402786508
170735.26474707 5.0263817497972 1.232476899121 0.2 0.24764670782818 17.96462567471
187381.74228604 5.0425717558383 1.2368740063246 0.2 0.24770169652225 18.428407664587
205651.23083487 5.05873756886 1.2412271117179 0.2 0.24775552073136 18.893730308856
225701.97196339 5.0749282951058 1.2455527737921 0.2 0.24780818133017 19.360581770088
247707.63559917 5.0911867557257 1.2498656889268 0.2 0.24785966844338 19.828956110855
271858.82427329 5.1075499078265 1.2541788157231 0.2 0.24790996181051 20.298852633534
298364.72402833 5.1240492245715 1.2585034877255 0.2 0.24795903118855 20.770275265098
327454.91628777 5.1407110386466 1.262849515317 0.2 0.24800683679718 21.2432319825
359381.36638046 5.1575568535344 1.2672252777116 0.2 0.2480533298106 21.717734274583
394420.60594377 5.1746036270619 1.2716378060695 0.2 0.24809845289873 22.193796636805
432876.12810831 5.1918640316033 1.2760928588123 0.2 0.24814214081982 22.671436095483
475081.01621028 5.2093466951739 1.2805949902445 0.2 0.24818432106493 23.150671758664
521400.82879997 5.2270564274293 1.2851476135869 0.2 0.24822491455375 23.631524391149
572236.76593502 5.2449944343172 1.2897530595068 0.2 0.24826383637994 24.114016011618
628029.14418343 5.2631585248119 1.2944126311871 0.2 0.24830099660246 24.598169510188
689261.21043497 5.2815433128068 1.2991266569251 0.2 0.24833630107839 25.084008285153
756463.32755463 5.3001404168539 1.3038945411749 0.2 0.24836965233105 25.571555897979
830217.56813198 5.318938660026 1.3087148148695 0.2 0.24840095044589 26.060835746016
911162.75611549 5.3379242717458 1.3135851857591 0.2 0.24843009398553 26.551870752638
1000000 5.3570810929812 1.3185025893972 0.2 0.24845698091397 27.044683074844
