# column 1: total pressure [Pa]
# column 2: pure component isotherm value
# column 3: mixture component isotherm value
# column 4: gas-phase mol-fraction y_i
# column 5: adsorbed phase mol-fraction x_i
# column 6: hypothetical pressure p_i^*
# column 7: reduced grand potential psi_i
100 0.055601983649677 0.010649141882546 0.2 0.22613249434295 0.041258778267329
109.74987654931 0.062189311680396 0.011896735671652 0.2 0.22652492141027 0.045887739295297
120.45035402588 0.069561170417162 0.013292577047848 0.2 0.22693184733895 0.051050306770118
132.1941148466 0.077809034307461 0.014854090088023 0.2 0.22735182732541 0.056808480499469
145.08287784959 0.087034361717644 0.016600652507608 0.2 0.22778346647122 0.063231370343159
159.22827933411 0.09734949811976 0.018553787728912 0.2 0.2282254194488 0.070395971534271
174.75284000077 0.10887861067257 0.020737368579393 0.2 0.22867638993015 0.078388013055538
191.79102616725 0.12175863988903 0.023177831230267 0.2 0.22913512981025 0.08730288284805
210.4904144512 0.13614024869853 0.025904397212642 0.2 0.22960043825572 0.097246632914317
231.01297000832 0.15218874264864 0.028949300374933 0.2 0.23007116060709 0.10833706633176
253.53644939701 0.17008492711856 0.032348014438587 0.2 0.23054618716216 0.12070490673503
278.25594022071 0.19002585813752 0.036139475335725 0.2 0.2310244518664 0.13449504886367
305.38555088334 0.21222543268072 0.040366290741651 0.2 0.23150493093634 0.14986788620148
335.16026509388 0.23691475221548 0.045074927123225 0.2 0.23198664144064 0.16700070844224
367.83797718286 0.2643421799985 0.050315862199588 0.2 0.23246863986428 0.18608915738298
403.70172585966 0.29477299859652 0.056143687963503 0.2 0.23295002068121 0.20734872475279
443.06214575839 0.3284885600069 0.06261714637969 0.2 0.2334299149612 0.23101626932278
486.26015800654 0.36578480763534 0.069799076644162 0.2 0.23390748903803 0.25735152332671
533.66992312063 0.40697003871959 0.077756249598527 0.2 0.23438194326669 0.28663854971152
585.70208180567 0.45236176953602 0.086559061763927 0.2 0.2348525108986 0.3191871020594
642.80731172843 0.50228256637932 0.096281058803078 0.2 0.23531845710518 0.35533382830735
705.48023107186 0.55705471583977 0.10699825645655 0.2 0.23577907818062 0.39544324790104
774.26368268113 0.61699363165276 0.11878822666916 0.2 0.23623370095578 0.43990842020495
849.75343590864 0.68239993578844 0.13172891837617 0.2 0.23668168245436 0.48915121051563
932.60334688322 0.75355021156773 0.14589718699966 0.2 0.23712240982188 0.54362204981954
1023.531021899 0.83068650854095 0.1613670148964 0.2 0.23755530055483 0.60379907670945
1123.324032978 0.91400478296284 0.17820741753456 0.2 0.23797980305351 0.67018654611363
1232.8467394421 1.0036425815377 0.19648004761845 0.2 0.23839539751468 0.74331239142643
1353.0477745798 1.0996664136398 0.2162365319373 0.2 0.23880159717165 0.82372483611648
1484.9682622545 1.202059398056 0.23751560304858 0.2 0.23919794987651 0.91198796975723
1629.7508346206 1.3107098995518 0.26034011891391 0.2 0.23958404000465 1.0086762332168
1788.6495290574 1.4254019694733 0.28471409624798 0.2 0.23995949064317 1.1143677994035
1963.0406500403 1.5458084522602 0.31061991455533 0.2 0.24032396600497 1.2296368894628
2154.4346900319 1.6714875960285 0.33801587361279 0.2 0.24067717398812 1.3550451283045
2364.4894126454 1.8018838947435 0.36683430286045 0.2 0.2410188687787 1.4911321148167
2595.0242113997 1.9363336852897 0.39698042206644 0.2 0.24134885337501 1.6384054563621
2848.0358684358 2.0740757308627 0.42833213471957 0.2 0.24166698189497 1.797330587784
3125.7158496882 2.2142666631263 0.46074089652676 0.2 0.24197316151879 1.9683207546504
3430.4692863149 2.3560007641323 0.49403374135025 0.2 0.24226735391685 2.1517275809418
3764.9358067925 2.4983331900289 0.52801646930152 0.2 0.24254957602145 2.3478326556683
4132.0124001153 2.6403054206517 0.56247791320234 0.2 0.24281990002012 2.5568405557756
4534.8785081286 2.7809715059635 0.59719510965679 0.2 0.2430784524783 2.7788736720221
4977.0235643321 2.9194236026331 0.63193912046332 0.2 0.24332541253842 3.013969121994
5462.2772176843 3.0548153632406 0.66648118966111 0.2 0.24356100918856 3.2620779258639
5994.8425031894 3.1863819464791 0.70059888957197 0.2 0.2437855176432 3.5230664952046
6579.3322465757 3.3134557296395 0.7340819103518 0.2 0.24399925492617 3.796720354875
7220.8090183855 3.4354771813865 0.76673718163761 0.2 0.24420257478897 4.0827498951539
7924.8289835392 3.5520007448484 0.79839307697552 0.2 0.2443958621305 4.3807978473171
8697.4900261778 3.66269594298 0.82890253321108 0.2 0.24457952710586 4.6904480994951
9545.4845666183 3.7673442146559 0.85814500720057 0.2 0.24475399911967 5.0112354259769
10476.157527897 3.8658321995697 0.88602728019497 0.2 0.24491972089389 5.3426556930812
11497.569953977 3.9581423060238 0.91248319678317 0.2 0.24507714278306 5.6841761254897
