0 0 0
0.000833333 8.33333e-06 0
0.00166667 1.66667e-05 0
0.0025 2.5e-05 0
0.00333333 3.33333e-05 0
0.00416667 4.16667e-05 0
0.005 5e-05 0
0.00583333 5.83333e-05 0
0.00666667 6.66667e-05 0
0.0075 7.5e-05 0
0.00833333 8.33333e-05 0
0.00916667 9.16667e-05 0
0.01 0.0001 0
0.0108333 0.000108333 0
0.0116667 0.000116667 0
0.0125 0.000125 0
0.0133333 0.000133333 0
0.0141667 0.000141667 0
0.015 0.00015 0
0.0158333 0.000158333 0
0.0166667 0.000166667 0
0.0175 0.000175 0
0.0183333 0.000183333 0
0.0191667 0.000191667 0
0.02 0.0002 0
0.0208333 0.000208333 0
0.0216667 0.000216667 0
0.0225 0.000225 0
0.0233333 0.000233333 0
0.0241667 0.000241667 0
0.025 0.00025 0
0.0258333 0.000258333 0
0.0266667 0.000266667 0
0.0275 0.000275 1.51543e-131
0.0283333 0.000283333 4.39903e-128
0.0291667 0.000291667 2.90888e-125
0.03 0.0003 8.09045e-123
0.0308333 0.000308333 1.23654e-120
0.0316667 0.000316667 1.20528e-118
0.0325 0.000325 8.23157e-117
0.0333333 0.000333333 4.20122e-115
0.0341667 0.000341667 1.67885e-113
0.035 0.00035 5.44064e-112
0.0358333 0.000358333 1.46942e-110
0.0366667 0.000366667 3.38033e-109
0.0375 0.000375 6.74178e-108
0.0383333 0.000383333 1.18292e-106
0.0391667 0.000391667 1.84859e-105
0.04 0.0004 2.59992e-104
0.0408333 0.000408333 3.32051e-103
0.0416667 0.000416667 3.88101e-102
0.0425 0.000425 4.17951e-101
0.0433333 0.000433333 4.17189e-100
0.0441667 0.000441667 3.88026e-99
0.045 0.00045 3.3787e-98
0.0458333 0.000458333 2.76584e-97
0.0466667 0.000466667 2.13666e-96
0.0475 0.000475 1.56301e-95
0.0483333 0.000483333 1.08606e-94
0.0491667 0.000491667 7.18848e-94
0.05 0.0005 4.54393e-93
0.0508333 0.000508333 2.74957e-92
0.0516667 0.000516667 1.59617e-91
0.0525 0.000525 8.90734e-91
0.0533333 0.000533333 4.78711e-90
0.0541667 0.000541667 2.48199e-89
0.055 0.00055 1.24343e-88
0.0558333 0.000558333 6.02807e-88
0.0566667 0.000566667 2.83186e-87
0.0575 0.000575 1.29081e-86
0.0583333 0.000583333 5.71579e-86
0.0591667 0.000591667 2.46151e-85
0.06 0.0006 1.03205e-84
0.0608333 0.000608333 4.21705e-84
0.0616667 0.000616667 1.68086e-83
0.0625 0.000625 6.54119e-83
0.0633333 0.000633333 2.4874e-82
0.0641667 0.000641667 9.25006e-82
0.065 0.00065 3.36648e-81
0.0658333 0.000658333 1.19992e-80
0.0666667 0.000666667 4.19141e-80
0.0675 0.000675 1.43576e-79
0.0683333 0.000683333 4.8259e-79
0.0691667 0.000691667 1.59259e-78
0.07 0.0007 5.1629e-78
0.0708333 0.000708333 1.64505e-77
0.0716667 0.000716667 5.15438e-77
0.0725 0.000725 1.58889e-76
0.0733333 0.000733333 4.8209e-76
0.0741667 0.000741667 1.44036e-75
0.075 0.00075 4.23939e-75
0.0758333 0.000758333 1.2297e-74
0.0766667 0.000766667 3.51662e-74
0.0775 0.000775 9.91839e-74
0.0783333 0.000783333 2.75995e-73
0.0791667 0.000791667 7.57971e-73
0.08 0.0008 2.05512e-72
0.0808333 0.000808333 5.50287e-72
0.0816667 0.000816667 1.4556e-71
0.0825 0.000825 3.80471e-71
0.0833333 0.000833333 9.82986e-71
0.0841667 0.000841667 2.51095e-70
0.085 0.00085 6.34318e-70
0.0858333 0.000858333 1.58512e-69
0.0866667 0.000866667 3.91929e-69
0.0875 0.000875 9.5906e-69
0.0883333 0.000883333 2.32314e-68
0.0891667 0.000891667 5.57172e-68
0.09 0.0009 1.32337e-67
0.0908333 0.000908333 3.11341e-67
0.0916667 0.000916667 7.25677e-67
0.0925 0.000925 1.67604e-66
0.0933333 0.000933333 3.83654e-66
0.0941667 0.000941667 8.70535e-66
0.095 0.00095 1.9584e-65
0.0958333 0.000958333 4.36872e-65
0.0966667 0.000966667 9.6654e-65
0.0975 0.000975 2.12112e-64
0.0983333 0.000983333 4.61803e-64
0.0991667 0.000991667 9.97606e-64
0.1 0.001 2.13863e-63
0.100833 0.00100833 4.55038e-63
0.101667 0.00101667 9.61067e-63
0.1025 0.001025 2.01517e-62
0.103333 0.00103333 4.19545e-62
0.104167 0.00104167 8.67377e-62
0.105 0.00105 1.78095e-61
0.105833 0.00105833 3.63216e-61
0.106667 0.00106667 7.3586e-61
0.1075 0.001075 1.48112e-60
0.108333 0.00108333 2.96212e-60
0.109167 0.00109167 5.88672e-60
0.11 0.0011 1.16265e-59
0.110833 0.00110833 2.28232e-59
0.111667 0.00111667 4.45345e-59
0.1125 0.001125 8.63874e-59
0.113333 0.00113333 1.66602e-58
0.114167 0.00114167 3.19466e-58
0.115 0.00115 6.0915e-58
0.115833 0.00115833 1.15509e-57
0.116667 0.00116667 2.17839e-57
0.1175 0.001175 4.08623e-57
0.118333 0.00118333 7.62446e-57
0.119167 0.00119167 1.41524e-56
0.12 0.0012 2.61349e-56
0.120833 0.00120833 4.80191e-56
0.121667 0.00121667 8.7789e-56
0.1225 0.001225 1.5971e-55
0.123333 0.00123333 2.89148e-55
0.124167 0.00124167 5.20995e-55
0.125 0.00125 9.34337e-55
